"place_id","place_name","city","state","region","place_type","category","significance","description","mood_tags","best_time_to_visit","ideal_visit_time","recommended_duration_hours","entry_fee","rating","crowd_level","family_friendly","adventure_level","cultural_value","nature_value","budget_level","latitude","longitude","nearest_airport","nearest_railway","local_tips","food_specialty","safety_score","cleanliness_score","photography_spots","weather_type","seasonal_highlight","priority"
"IND261","Chopta","Ukhimath","Uttarakhand","North","Hill Station","Nature","Mini Switzerland","Roopkund trek base Tungnath temple alpine meadows rhododendrons panoramic peaks Kedarnath wildlife,alpine","temple","panoramic","Apr-Nov","Morning","3","0","4.6","Medium","Yes","Medium","High","High","30.4833","79.1000","Jolly Grant","Haridwar","Roopkund base; rhododendron","Kumaoni thali","9.1","8.9","High","Cool","Rhododendron trail","Recommended"
"IND262","Tungnath","Ukhimath","Uttarakhand","North","Temple","Spiritual","Highest Shiva temple","Highest Shiva temple 12,800ft Chandrashila peak trek panoramic Bandarpoonch peaks alpine flowers temple complex,celestial","highest","spiritual","May-Oct","Morning","3","0","4.7","Low","Yes","Medium","High","High","30.4833","79.2000","Jolly Grant","Chopta Rd","Trek 3.5km; Chandrashila summit","Bali ka khana","9.2","9.0","Medium","Cool","Temple panorama","Recommended"
"IND263","Chandrashila","Ukhimath","Uttarakhand","North","Peak","Nature","Sunrise peak","13,000ft peak 360 Himalayan panorama sunrise views Nanda Devi peaks alpine flowers trekking culmination,panoramic","sunrise","360","May-Oct","Dawn","1","0","4.8","Low","Yes","High","Low","High","30.5167","79.2167","Jolly Grant","Ukhimath Rd","Sunrise trek; 360 panorama","Sunrise tea","9.3","9.1","High","Cold","Sunrise Himalayas","Recommended"
"IND264","Kausani Tea Estate","Kausani","Uttarakhand","North","Plantation","Nature","Tea country","Trishul Nanda Devi views rolling tea gardens Anashakti Ashram Gandhi stayed panoramic tea estate walks,panoramic","fragrant","Gandhian","Apr-Nov","Morning","3","0","4.6","Low","Yes","Low","Medium","High","29.8500","79.6000","Pantnagar Airport","Haldwani","Kausani tea; Ashram visit","Gandhi ka dhaba","9.0","8.8","High","Cool","Tea panorama","Recommended"
"IND265","Rudradhari Falls","Ranikhet","Uttarakhand","North","Waterfall","Nature","Jhula bridge","Cascading falls Jhula bridge picnic spot amidst pine deodar forests KMVN tourist complex serene Kumaon hills,cascading","pine","bridged","Apr-Nov","Morning","2","0","4.4","Low","Yes","Low","Low","High","29.6167","79.4333","Pantnagar Airport","Ranikhet Rd","Jhula bridge; picnic","Bhotia thali","8.9","8.7","Medium","Cool","Fall symphony","Recommended"
"IND266","Bhowali","Bhowani","Uttarakhand","North","Hill Station","Nature","Fruit orchards","Fruit orchards TB sanatorium aerial ropeway Naini Lake nearby Kumaon hill station orchard walks fresh fruit,fruity","ropeway","orchard","Apr-Nov","Morning","2","0","4.3","Low","Yes","Low","Low","High","29.4000","79.5833","Pantnagar Airport","Bhowali Rd","Ropeway; orchard fresh","Bhowali plum","8.8","8.6","High","Cool","Fruit picking","Optional"
"IND267","Mukteshwar","Mukteshwar","Uttarakhand","North","Hill Station","Nature","Chauli ki Jali","Rock climbing cliff jumping 224 steps Mukteshwar Dham temple Kumaon University observatory panoramic orchard views,adventurous","panoramic","observatory","Apr-Nov","Morning","3","0","4.5","Medium","Yes","Medium","Medium","High","29.4667","79.6500","Pantnagar Airport","Mukteshwar Rd","Chauli Jali; observatory visit","Kumaoni kafuli","9.0","8.8","Medium","Cool","Cliff adventure","Recommended"
"IND268","Sattal","Sattal","Uttarakhand","North","Lake","Nature","Seven lakes","Seven interconnected lakes birdwatching boating camps nature walks amidst oak rhododendron forests Nainital nearby,birding","aquatic","forested","Apr-Nov","Morning","3","50","4.6","Low","Yes","Low","Low","High","29.3667","79.3833","Pantnagar Airport","Haldwani","Sattal camps; birding","Birds nest cafe","9.1","8.9","High","Cool","Lake birds","Recommended"
"IND269","Jeolikot","Jeolikot","Uttarakhand","North","Hill Station","Nature","Serene retreat","Tranquil hill station Bhimtal nearby tea gardens fruit orchards nature walks peaceful Kumaon retreat,serene","tea","peaceful","Apr-Nov","Morning","2","0","4.4","Low","Yes","Low","Low","High","29.5333","79.5667","Pantnagar Airport","Jeolikot Rd","Nature walks; tea gardens","Jeolikot tea","8.9","8.7","Medium","Cool","Serene walks","Optional"
"IND270","Kilbury","Kilbury","Uttarakhand","North","Forest","Nature","Wildlife sanctuary","Kilbury forest rest house leopard sightings pine deodar forests KMVN property panoramic orchard views wildlife,pristine","wild","pine","Apr-Nov","Morning","2","0","4.5","Low","Yes","Medium","Medium","High","29.4833","79.5667","Pantnagar Airport","Haldwani Rd","Forest rest house; leopard spotting","Forest thali","9.0","8.8","High","Cool","Wild nights","Recommended"
"IND271","Auli","Auli","Uttarakhand","North","Ski Resort","Nature","Ski paradise","Asia longest cable car Nanda Devi Trishul panorama skiing 3,000m-5,000m snowfields summer treks Auli artificial lake","alpine","skiing","panoramic","Dec-Apr Winter","3","500","4.8","Low","Yes","High","Low","High","30.5333","79.5667","Jolly Grant","Haridwar","Cable car; skiing","Nanda Devi cafe","9.3","9.1","High","Cold","Snow slopes","Must Visit"
"IND272","Gorson Bugyal","Auli","Uttarakhand","North","Meadow","Nature","High altitude","Trek meadow panoramic peaks rhododendron flowers alpine camps Gorson top views Nanda Devi sanctuary,alpine","wildflower","panoramic","May-Oct","Morning","4","0","4.7","Low","Yes","High","Low","High","30.5833","79.5833","Jolly Grant","Joshimath Rd","Trek camping; rhododendrons","Gorson maggi","9.2","9.0","Medium","Cool","Bugyal flowers","Recommended"
"IND273","Chenab Lake","Chenab","Uttarakhand","North","Lake","Nature","High glacial","High altitude glacial lake amidst alpine flowers rocky moraines pristine Kuari Pass trek section untouched beauty,pristine","glacial","alpine","Jul-Sep","Morning","5","0","4.6","Low","Yes","Medium","Low","High","30.5833","79.5833","Jolly Grant","Auli Rd","Trek only; pristine lake","Kuari pass thali","9.1","8.9","High","Cold","Lake mirror","Recommended"
"IND274","Kuari Pass","Kuari","Uttarakhand","North","Pass","Nature","Classic trek","Classic winter trek panoramic meadows Ali Bugyal peak views Joshimath Tapovan alpine flowers camps Kuari top panorama,classic","alpine","winter","Dec-Apr","Morning","6","0","4.7","Low","Yes","High","Medium","High","30.4167","79.6667","Jolly Grant","Joshimath","Winter trek; Ali Bugyal","Kuari camps","9.2","9.0","High","Cold","Pass panorama","Recommended"
"IND275","Tapovan","Tapovan","Uttarakhand","North","Hermitage","Spiritual","Hermitage trek","Nanda Devi base camp hermitage hot springs meditation caves alpine meadows spiritual trek tranquility,spiritual","hermitage","alpine","May-Oct","Morning","4","0","4.6","Low","Yes","Medium","High","High","30.5333","79.7000","Jolly Grant","Joshimath Rd","Meditation; hot springs","Nanda Devi retreat","9.1","8.9","Medium","Cool","Spiritual trek","Recommended"
"IND276","Valley of Flowers","Valley of Flowers","Uttarakhand","North","Valley","Nature","UNESCO floral","UNESCO floral paradise 300+ alpine flowers rare orchids Pushpawati river rare birds monsoon riot colors,wildflower","UNESCO","rare","Jul-Sep","Morning","6","150","4.9","Low","Yes","High","Low","High","30.7333","79.6000","Jolly Grant","Govindghat Rd","Flower ID book; Hemkund trek","Flower thali","9.5","9.3","High","Cool","Flower explosion","Must Visit"
"IND277","Hemkund Sahib","Hemkund","Uttarakhand","North","Gurdwara","Spiritual","Sikh shrine","15,200ft glacial lake Sikh shrine Guru Gobind Singh meditated 7 mile trek Valley of Flowers glacial lake Sikh pilgrimage,celestial","sacred","glacial","Jun-Oct","Morning","6","0","4.8","Medium","Yes","Medium","High","High","30.7167","79.6333","Jolly Grant","Gobindghat Rd","Sikh yatra; tough trek","Langar","9.4","9.2","Medium","Cold","Sikh pilgrimage","Must Visit"
"IND278","Sapru Van","Auli","Uttarakhand","North","Forest","Nature","Deodar forest","Deodar pine forest Nanda Devi view wildlife sanctuary trekking trails serene forest walks amidst Himalayan foothills,serene","forested","panoramic","Apr-Nov","Morning","3","0","4.5","Low","Yes","Medium","Medium","High","30.5333","79.5667","Jolly Grant","Auli Rd","Forest walks; wildlife","Bhim puli","9.0","8.8","High","Cool","Forest serenity","Recommended"
"IND279","Badrinath Temple","Badrinath","Uttarakhand","North","Temple","Spiritual","Char Dham","Ancient Badri Vishal temple amidst snow peaks Alaknanda river hot sulphur springs eternal snow eternal faith,pilgrimage","snowy","ancient","May-Nov","Morning","2","0","4.9","High","Yes","Low","High","Low","30.7500","79.5000","Jolly Grant","Badrinath Rd","Yatra season; Tapt Kund","Badrinath laddoo","9.6","9.4","High","Cold","Char Dham","Must Visit"
"IND280","Mana Village","Mana","Uttarakhand","North","Village","Culture","Last village","Last Indian village near Indo-Tibet border Bhim Pul Vyas cave Ganesh Parbat Vasudhara falls Bhotia culture,border","last","Bhotia","May-Nov","Morning","2","0","4.6","Medium","Yes","Low","High","Medium","30.7667","79.4833","Jolly Grant","Mana Rd","Bhim Pul; Vasudhara trek","Bhotia thali","9.1","8.9","Medium","Cold","Last frontier","Recommended"
"IND281","Roopkund Lake","Roopkund","Uttarakhand","North","Lake","Nature","Mystery lake","Skeleton lake 16,000ft high altitude glacial lake human skeletons alpine flowers Bedni Bugyal trek mystery,mysterious","skeletal","alpine","Jun-Oct","Morning","7","0","4.8","Low","Yes","High","Low","High","30.2667","79.7333","Jolly Grant","Wan Rd","Trek permits; skeleton mystery","Wan village food","9.3","9.1","High","Cold","Skeleton lake","Must Visit"
"IND282","Bedni Bugyal","Roopkund","Uttarakhand","North","Meadow","Nature","High meadow","12,000ft alpine meadow panoramic Trishul Nanda Ghunti alpine flowers camps trek Roopkund mystery meadows,wildflower","alpine","panoramic","Jun-Oct","Morning","4","0","4.7","Low","Yes","Medium","Low","High","30.2667","79.7333","Jolly Grant","Wan Rd","Camping; Trishul views","Bugyal camps","9.2","9.0","Medium","Cool","Bugyal panorama","Recommended"
"IND283","Ali Bugyal","Ali","Uttarakhand","North","Meadow","Nature","Giant meadow","Giant alpine meadow 360 Himalayan panorama rhododendron flowers shepherd huts Kuari Pass trek vastness,oak","rhododendron","360","May-Oct","Morning","5","0","4.6","Low","Yes","High","Low","High","30.4167","79.6667","Jolly Grant","Tapovan Rd","Trek camping; rhododendrons","Ali maggi","9.1","8.9","High","Cool","Giant meadow","Recommended"
"IND284","Khaliya Top","Khaliya","Uttarakhand","North","Peak","Nature","Milam views","11,500ft top panoramic Milam glacier Panchachuli peaks alpine flowers camping shepherd trails Kumaon Himalaya,panoramic","alpine","shepherd","May-Oct","Morning","4","0","4.5","Low","Yes","High","Low","High","30.3167","80.1833","Pithoragarh Airport","Munsiyari Rd","Camping; Panchachuli","Munsiyari thali","9.0","8.8","Medium","Cool","Peak panorama","Recommended"
"IND285","Ralam Glacier","Ralam","Uttarakhand","North","Glacier","Nature","Mountaineering","High glacial base Ralam peak Ralam valley mountaineering base camp alpine flowers pristine Kumaon Himalaya,glacial","mountaineering","pristine","Jul-Sep","Morning","6","0","4.7","Low","No","High","Medium","High","30.3333","80.4167","Pithoragarh Airport","Milam Rd","Technical climb; base camp","Ralam camps","9.2","9.0","High","Cold","Glacier base","Recommended"
"IND286","Milam Glacier","Milam","Uttarakhand","North","Glacier","Nature","Longest glacier","Kumaon longest glacier 15km high altitude base camps mountaineering Indo-Tibet border stark beauty,longest","alpine","border","Jul-Sep","Morning","7","0","4.8","Low","No","High","Medium","High","30.3167","80.2333","Pithoragarh Airport","Munsiyari Rd","Permit needed; mountaineering","Milam yak cheese","9.3","9.1","High","Cold","Glacier trek","Recommended"
"IND287","Nanda Devi East Base","Nanda Devi","Uttarakhand","North","Base Camp","Nature","Sanctuary base","Nanda Devi East base camp alpine meadows rare flowers wildlife sanctuary Lata village trek spiritual,pristine","rare","sanctuary","Jun-Oct","Morning","6","0","4.7","Low","Yes","High","High","High","30.6167","79.9667","Jolly Grant","Lata village Rd","Lata homestay; sanctuary trek","Sanctuary thali","9.2","9.0","Medium","Cool","Nanda Devi base","Recommended"
"IND288","Dubla Top","Dubla","Uttarakhand","North","Peak","Nature","Trek peak","High trek peak panoramic Pithoragarh valley Soar valley alpine flowers camping Kumaon Himalaya views,panoramic","alpine","trek","May-Oct","Morning","5","0","4.6","Low","Yes","High","Low","High","29.5833","80.3333","Pithoragarh Airport","Dubla Rd","Camping; valley views","Dubla maggi","9.1","8.9","High","Cool","Summit views","Recommended"
"IND289","Pangoria Top","Pangoria","Uttarakhand","North","Peak","Nature","Ralam views","High meadow peak Ralam valley views alpine flowers shepherd trails camping panoramic Kumaon highland,meadow","panoramic","shepherd","Jun-Sep","Morning","4","0","4.5","Low","Yes","Medium","Low","High","30.3333","80.4167","Pithoragarh Airport","Munsiyari Rd","Trek camping; shepherd life","Pangoria camps","9.0","8.8","Medium","Cold","Meadow top","Recommended"
"IND290","Om Parvat","Om Parvat","Uttarakhand","North","Mountain","Nature","Snow OM","OM shaped snow peak Kuti temple Indo-Tibet border Kailash Mansarovar route sacred snow peak pilgrimage,celestial","snowy","sacred","Jul-Sep","Morning","7","0","4.7","Low","Yes","High","High","High","30.2667","81.0167","Pithoragarh Airport","Dharchula Rd","Permit needed; OM snow","Kuti temple","9.2","9.0","High","Cold","Snow OM","Recommended"
"IND291","Didina Tal","Didina","Uttarakhand","North","Lake","Nature","High lake","High altitude lake amidst alpine flowers rocky shores pristine meadows camping birdwatching Kumaon Himalaya gem,pristine","alpine","birding","Jul-Sep","Morning","5","0","4.6","Low","Yes","Medium","Low","High","30.3333","80.4167","Pithoragarh Airport","Ralam Rd","Trek camping; birdwatching","Tal trout","9.1","8.9","Medium","Cold","Lake serenity","Recommended"
"IND292","Sipu Lake","Sipu","Uttarakhand","North","Lake","Nature","Secret lake","Hidden high altitude lake alpine flowers crystal waters camping pristine meadows Kuari Pass area untouched beauty,secret","crystal","hidden","Jul-Sep","Morning","6","0","4.5","Low","Yes","High","Low","High","30.4167","79.6667","Jolly Grant","Auli Rd","Trek only; pristine lake","Sipu camps","9.0","8.8","High","Cold","Secret gem","Recommended"
"IND293","Khaliya Top (Cont.)","Khaliya","Uttarakhand","North","Peak","Nature","Panchachuli panorama","11,500ft Panchachuli panorama alpine flowers camping Kumaon Himalaya trek summit views meadows,panoramic","wildflower","trek","May-Oct","Morning","4","0","4.6","Low","Yes","High","Low","High","30.3167","80.1833","Pithoragarh Airport","Munsiyari Rd","Camping; flower carpet","Munsiyari maggi","9.1","8.9","High","Cool","Panchachuli","Recommended"
"IND294","Rishikesh","Laxman Jhula","Rishikesh","Uttarakhand","North","Yoga Capital","Spiritual","Yoga hub,Laxman Jhula Ram Jhula Ganga aarti Beatles Ashram rafting yoga retreats spiritual tourism confluence,holy","spiritual","rafting","Year-round","Evening","3","0","4.7","High","Yes","Medium","High","Medium","30.1167","78.3167","Jolly Grant","Haridwar","Rafting; Ganga aarti","Lassi","9.2","9.0","High","Tropical","Aarti magic","Must Visit"
"IND295","Neelkanth Mahadev","Neelkanth","Rishikesh","Uttarakhand","North","Temple","Spiritual","Samudra manthan,Ancient Shiva temple poison churning legend amidst forests waterfalls caves pilgrimage trek,Rishikesh nearby,powerful","ancient","trek","Apr-Nov","Morning","4","100","4.6","Medium","Yes","Medium","High","High","30.3167","78.5667","Jolly Grant","Narendranagar Rd","Trek 12km; waterfall cave","Neelkanth laddoo","9.1","8.9","Medium","Cool","Poison legend","Recommended"
"IND296","Triveni Ghat","Rishikesh","Uttarakhand","North","Ghat","Spiritual","Ganga Yamuna Saraswati","Confluence ghat evening Ganga aarti sunrise dips spiritual cleansing holy dip ceremonies yoga banks,serene","holy","cleansing","Year-round","Evening","1.5","0","4.5","High","Yes","Low","High","Low","30.1167","78.3000","Jolly Grant","Rishikesh Rd","Aarti; sunrise dip","Ganga prasadam","9.0","8.8","High","Tropical","Triveni aarti","Recommended"
"IND297","Beatles Ashram","Rishikesh","Uttarakhand","North","Ashram","Heritage","White album","Graffiti walls meditation domes Maharishi ashram Beatles recorded White Album spiritual hippie history,iconic","grafitti","spiritual","Year-round","Morning","2","150","4.4","Medium","Yes","Low","High","Medium","30.1333","78.3167","Jolly Grant","Swarg Ashram Rd","Graffiti art; dome views","Israeli falafel","8.9","8.7","Medium","Tropical","Beatles legacy","Recommended"
"IND298","Neer Garh Waterfall","Rishikesh","Uttarakhand","North","Waterfall","Nature","Canyon pool","Canyon waterfall swimming pools cliff jumping amidst forests natural jacuzzi adventure nature spot,adventurous","canyon","swimming","Apr-Nov","Morning","2","200","4.5","Medium","Yes","High","Low","High","30.1667","78.4167","Jolly Grant","Neer Garh Rd","Cliff jump; swimming","Bhel puri","9.0","8.8","High","Tropical","Canyon splash","Recommended"
"IND299","Kaudiyala","Kaudiyala","Uttarakhand","North","Camp","Nature","Rafting camp","Rishikesh rafting camp beach camping bonfire music Ganga views Grade III rapids rafting base adventure hub,camping","rafting","beach","Year-round","Morning","2","0","4.3","Medium","Yes","High","Low","Medium","30.1667","78.3167","Jolly Grant","Kaudiyala Rd","Rafting; beach camp","Rafting thali","8.8","8.6","Medium","Tropical","River camp","Optional"
"IND300","Shivpuri","Shivpuri","Uttarakhand","North","Camp","Nature","Rafting base","Grade III rapids rafting camp forest trails jungle walks Ganga beach camping adventure sports hub Rishikesh,rafting","jungle","beach","Year-round","Morning","3","0","4.4","Medium","Yes","High","Medium","Medium","30.1167","78.3667","Jolly Grant","Shivpuri Rd","Jungle walk; rafting","Shivpuri pakoda","8.9","8.7","High","Tropical","Rapids camp","Recommended"
"IND301","Kempty Falls","Kempty","Uttarakhand","North","Waterfall","Nature","Musical falls","Cascading falls pools cable car musical fountain picnic spot amidst Deodar forests popular Mussoorie excursion,cascading","musical","picnic","Apr-Jun","Morning","2","50","4.3","High","Yes","Low","Low","High","30.4667","78.0833","Jolly Grant","Mussoorie Rd","Cable car; pools","Kempty maggi","8.7","8.5","Medium","Cool","Summer splash","Optional"
"IND302","George Everest House","George Everest","Mussoorie","Uttarakhand","North","Heritage","Surveyor peak","Surveyor General house ruins panoramic Doon valley Mussoorie hills trekking photography heritage site,panoramic","ruined","heritage","Apr-Nov","Morning","2","50","4.5","Low","Yes","Low","High","High","30.5333","77.5333","Jolly Grant","Mussoorie Rd","Trek 2km; panorama","Mussoorie chicken","9.0","8.8","Medium","Cool","Doon panorama","Recommended"
"IND303","Gun Hill","Mussoorie","Uttarakhand","North","Viewpoint","Nature","Highest point","Mussoorie highest point cable car panoramic Doon valley Mussoorie hills sunrise sunset views Tibetan market nearby,panoramic","cable","sunset","Year-round","Sunset","1.5","100","4.6","High","Yes","Low","Low","High","30.4667","78.0667","Jolly Grant","Mussoorie Mall Rd","Cable car; sunset","Balti","9.1","8.9","High","Cool","Sunset hill","Recommended"
"IND304","Camel's Back Road","Mussoorie","Uttarakhand","North","Walking Path","Nature","Sunset walk","3km walking path camel hump rock sunset views colonial bungalows pine forests peaceful strolls,peaceful","sunset","pine","Year-round","Sunset","2","0","4.4","Low","Yes","Low","Low","High","30.4667","78.0667","Jolly Grant","Mussoorie Mall Rd","Sunset stroll; colonial houses","Mussoorie tea","8.9","8.7","Medium","Cool","Colonial walk","Recommended"
"IND305","Lal Tibba","Mussoorie","Uttarakhand","North","Viewpoint","Nature","Highest point","Telescope house highest point Mussoorie panoramic Himalayan peaks Doon valley Mussoorie hills 360 views,360","telescope","panoramic","Year-round","Morning","1","20","4.5","Medium","Yes","Low","Low","High","30.4667","78.0833","Jolly Grant","Landour","360 views; telescope","Strawberry cream","9.0","8.8","High","Cool","Hill panorama","Recommended"
"IND306","Cloud's End","Mussoorie","Uttarakhand","North","Forest","Nature","Forest rest house","Deodar forest rest house trekking trails wildlife sanctuary panoramic valley views colonial bungalow serenity,forested","colonial","panoramic","Apr-Nov","Morning","3","100","4.4","Low","Yes","Medium","Medium","High","30.4667","78.1333","Jolly Grant","Clouds End Rd","Trekking; wildlife","British high tea","8.9","8.7","Medium","Cool","Forest end","Recommended"
"IND307","Jharipani Falls","Jharipani","Mussoorie","Uttarakhand","North","Waterfall","Nature","Hidden falls,Trek waterfall amidst forests pools natural shower picnic spot serene Mussoorie excursion hidden gem,hidden","trek","pools","Apr-Jun","Morning","2","0","4.3","Low","Yes","Low","Low","High","30.4167","78.0833","Jolly Grant","Jharipani Rd","Trek 2km; natural shower","Rock salt pakoda","8.8","8.6","High","Cool","Fall trek","Optional"
"IND308","Mussoorie Lake","Mussoorie","Uttarakhand","North","Lake","Nature","Boating lake","Artificial lake boating paddle boats musical fountain kids rides family picnic spot Mall Road nearby,family","boating","musical","Year-round","Morning","1.5","30","4.2","Medium","Yes","Low","Low","Medium","30.4667","78.0667","Jolly Grant","Mussoorie Mall Rd","Paddle boats; kids rides","Corn bhel","8.7","8.5","Medium","Cool","Lake family","Optional"
"IND309","Company Garden","Mussoorie","Uttarakhand","North","Garden","Nature","Flower garden","Flower exhibition orchids roses boating pool aquarium kids rides picnic spot summer flower carnival,floral","kids","aquarium","Apr-Jun","Morning","2","20","4.3","Medium","Yes","Low","Low","High","30.4667","78.0667","Jolly Grant","Hathipaon Rd","Flower show; boating","Flower salad","8.6","8.4","Medium","Cool","Summer blooms","Optional"
"IND310","Kempty Falls (Cont.)","Kempty","Uttarakhand","North","Waterfall","Nature","Popular falls","Cable car musical fountain pools shops amidst Deodar forests summer picnic Mussoorie day trip favorite,cascading","popular","picnic","Apr-Jun","Morning","2","50","4.4","High","Yes","Low","Low","High","30.4667","78.0833","Jolly Grant","Kempty Rd","Cable car; pools","Maggi pakoda","8.9","8.7","High","Cool","Splash fun","Recommended"
"IND311","Landour Bakehouse","Landour","Mussoorie","Uttarakhand","North","Bakery","Food","Ruskin Bond,Ruskin Bond favorite high altitude bakery cookies brownies colonial charm Landour walk stop nostalgic,delicious","colonial","nostalgic","Year-round","Morning","1","0","4.5","Low","Yes","Low","Medium","Low","30.4667","78.0833","Jolly Grant","Landour Bazaar","Cookies; Ruskin trail","Brownies","9.2","9.0","Medium","Cool","Bond nostalgia","Recommended"
"IND312","Sister's Bazaar","Landour","Mussoorie","Uttarakhand","North","Market","Shopping","Colonial market,Quaint colonial market Tibetan handicrafts bakery cafes heritage walk Ruskin Bond neighborhood authentic Landour,quaint","Tibetan","colonial","Year-round","Morning","1.5","0","4.4","Low","Yes","Low","Medium","Low","30.4667","78.0833","Jolly Grant","Landour Rd","Handicrafts; cafe hop","Tibetan momo","8.9","8.7","High","Cool","Colonial charm","Recommended"
"IND313","Char Dukan","Landour","Mussoorie","Uttarakhand","North","Shop","Food","Iconic shops,Four iconic shops Ruskin Bond hangout buns patties tea colonial era nostalgic Landour walk must stop,iconic","nostalgic","colonial","Year-round","Morning","1","0","4.6","Low","Yes","Low","Medium","Low","30.4667","78.0833","Jolly Grant","Landour","Patty burger; Bond spot","Landour bun","9.3","9.1","Medium","Cool","Bond dukan","Recommended"
"IND314","Pratt's Hotel","Landour","Mussoorie","Uttarakhand","North","Hotel","Heritage","Oldest hotel,1841 oldest hotel British officers Ruskin Bond favorite heritage property colonial architecture Landour charm,historic","colonial","literary","Year-round","Afternoon","1","0","4.5","Low","Yes","Low","High","Low","30.4667","78.0833","Jolly Grant","Landour Bazaar","High tea; history","High tea","9.1","8.9","Medium","Cool","Colonial stay","Recommended"
"IND315","Ruskin Bond Walk","Landour","Mussoorie","Uttarakhand","North","Walking Path","Literary","Literary trail,Ruskin Bond literary trail Landour churches bakeries shops writer's neighborhood walking tour literary pilgrimage,literary","nostalgic","walking","Year-round","Morning","2","0","4.7","Low","Yes","Low","High","Low","30.4667","78.0833","Jolly Grant","Landour Rd","Bond trail; self guided","Ruskin lassi","9.2","9.0","High","Cool","Literary walk","Must Visit"
"IND316","Kainchi Dham","Nainital","Uttarakhand","North","Ashram","Spiritual","Neem Karoli Baba","Neem Karoli Baba ashram Hanuman temple Steve Jobs Mark Zuckerberg visited serene meditation peaceful valley setting,spiritual","serene","celestial","Year-round","Morning","2","0","4.6","Low","Yes","Low","High","Medium","29.3833","79.5333","Pantnagar Airport","Bhowali Rd","Meditation; Hanuman darshan","Prasad","9.1","8.9","Medium","Cool","Baba ashram","Recommended"
"IND317","Sattal (Cont.)","Sattal","Uttarakhand","North","Lake","Nature","Bird paradise","Seven lakes birdwatching paradise migratory birds boating camps nature trails oak forests Nainital nearby,birding","migratory","aquatic","Oct-Mar","Morning","3","50","4.6","Low","Yes","Low","High","High","29.3667","79.3833","Pantnagar Airport","Sattal Rd","Bird checklist; boating","Sattal trout","9.1","8.9","High","Cool","Bird symphony","Recommended"
"IND318","Naukuchiatal","Naukuchiatal","Uttarakhand","North","Lake","Nature","Nine cornered lake","Deep lake boating adventure sports paragliding camping Hanuman temple amidst hills popular Nainital excursion,aquatic","adventurous","deep","Year-round","Morning","2","50","4.5","Medium","Yes","Medium","Low","High","29.3167","79.6000","Pantnagar Airport","Naukuchiatal Rd","Paragliding; boating","Naukuchi fish","9.0","8.8","Medium","Cool","Lake adventure","Recommended"
"IND319","Bhimtal","Bhimtal","Uttarakhand","North","Lake","Nature","Largest lake","Kumaon largest lake Bhimtal lake aquarium island temple boating adventure park butterfly museum Nainital nearby,aquatic","butterfly","island","Year-round","Morning","2","30","4.4","Medium","Yes","Low","Low","High","29.3500","79.5500","Pantnagar Airport","Bhimtal Rd","Aquarium; boating","Bhimtal prawns","8.9","8.7","Medium","Cool","Lake butterfly","Recommended"
"IND320","Nainital Zoo","Nainital","Uttarakhand","North","Zoo","Wildlife","Hill zoo","Hill zoo Himalayan bear clouded leopard snow leopard red panda educational walks forested setting conservation focus,wildlife","forested","educational","Apr-Jun","Morning","2","50","4.5","Medium","Yes","Medium","Medium","High","29.3833","79.4667","Pantnagar Airport","Nainital Rd","Bear feeding; conservation","Nainital thali","9.0","8.8","High","Cool","Hill wildlife","Recommended"
"IND321","Naina Devi Temple","Nainital","Uttarakhand","North","Temple","Spiritual","Lake temple","Naina Devi temple on lake shore spiritual serene ropeway nearby Golu Devta temple Nainital spiritual heart,serene","spiritual","lakeside","Year-round","Morning","1.5","0","4.4","Medium","Yes","Low","High","Low","29.3833","79.4667","Pantnagar Airport","Nainital Lake Rd","Ropeway; aarti","Naina prasadam","8.9","8.7","Medium","Cool","Lake temple","Recommended"
"IND322","Nainital Lake","Nainital","Uttarakhand","North","Lake","Nature","Pear shaped lake","Pear shaped lake boating paddle boats yacht house Tibetan market mall road backdrop family boating cruises,aquatic","family","Tibetan","Year-round","Morning","2","100","4.6","High","Yes","Low","Low","Medium","29.3833","79.4667","Pantnagar Airport","Nainital Mall Rd","Paddle boats; cruises","Nainital momo","9.1","8.9","High","Cool","Lake boating","Must Visit"
"IND323","Tibetan Market","Nainital","Uttarakhand","North","Market","Shopping","Bargain market","Woolens handicrafts carpets Tibetan food bustling market lake view Mall Road shopping carnival atmosphere,bustling","Tibetan","bargain","Year-round","Morning","2","0","4.5","High","Yes","Low","Medium","Low","29.3833","79.4667","Pantnagar Airport","Nainital Mall Rd","Bargain; woolens","Tibetan thukpa","9.0","8.8","Medium","Cool","Market buzz","Recommended"
"IND324","Mall Road","Nainital","Uttarakhand","North","Market","Shopping","Flats promenade","Flats promenade shops cafes boating view Mallital Tallital colonial buildings evening strolls Nainital heart,bustling","colonial","promenade","Year-round","Evening","2","0","4.6","High","Yes","Low","Medium","Low","29.3833","79.4667","Pantnagar Airport","Nainital Mall Rd","Evening stroll; shops","Nainital chocolate","9.2","9.0","High","Cool","Mall magic","Recommended"
"IND325","Snow View Point","Nainital","Uttarakhand","North","Viewpoint","Nature","Ropeway point","Aerial ropeway point Himalayan panorama Naina Peak views Tibetan monastery snow capped peaks winter wonderland,panoramic","ropeway","snowy","Year-round","Morning","1.5","150","4.7","Medium","Yes","Low","Low","High","29.4167","79.4667","Pantnagar Airport","Nainital Rd","Ropeway; monastery","Nainital tea","9.3","9.1","Medium","Cool","Snow panorama","Recommended"
